Date,Qty,DRUG
2019-05-19 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2019-05-19 00:00:00,7,Ceftriaxone Inj ord…
2019-05-19 00:00:00,20,Ciprofloxacin ord 10x10
2019-05-19 00:00:00,18,Cotrimoxazole 480mg ord…
2019-05-19 00:00:00,42,Diclofenac 50mg tabs ord. 10x10
2019-05-20 00:00:00,2,Action tabs (1x50) (pairs)
2019-05-20 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-05-20 00:00:00,32,Amoxycilin caps ord… (10x10)
2019-05-20 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2019-05-20 00:00:00,12,Ceftriaxone Inj ord…
2019-05-20 00:00:00,40,Ciprofloxacin ord 10x10
2019-05-20 00:00:00,35,Cotrimoxazole 480mg ord…
2019-05-20 00:00:00,50,Dexa tabs 0.5mg 10x10
2019-05-20 00:00:00,54,Diclofenac 50mg tabs ord. 10x10
2019-05-21 00:00:00,4,Action tabs (1x50) (pairs)
2019-05-21 00:00:00,4,Albendazole 400mg ord.. (doses)
2019-05-21 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-05-21 00:00:00,8,Amoxycilin caps ord… (10x10)
2019-05-21 00:00:00,15,Ampicloxa 500mg caps ord(10x10)
2019-05-21 00:00:00,5,Ceftriaxone Inj ord…
2019-05-21 00:00:00,2,Cotrimoxazole 480mg ord…
2019-05-21 00:00:00,70,Dexa tabs 0.5mg 10x10
2019-05-21 00:00:00,16,Diclofenac 50mg tabs ord. 10x10
2019-05-22 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-05-22 00:00:00,20,Amoxycilin caps ord… (10x10)
2019-05-22 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2019-05-22 00:00:00,10,Ceftriaxone Inj ord…
2019-05-22 00:00:00,25,Ciprofloxacin ord 10x10
2019-05-22 00:00:00,10,Dexa tabs 0.5mg 10x10
2019-05-23 00:00:00,2,Action tabs (1x50) (pairs)
2019-05-23 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-05-23 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-05-23 00:00:00,20,Amoxycilin caps ord… (10x10)
2019-05-23 00:00:00,22,Ampicloxa 500mg caps ord(10x10)
2019-05-23 00:00:00,12,Ceftriaxone Inj ord…
2019-05-23 00:00:00,15,Ciprofloxacin ord 10x10
2019-05-23 00:00:00,5,Cotrimoxazole 480mg ord…
2019-05-23 00:00:00,50,Dexa tabs 0.5mg 10x10
2019-05-23 00:00:00,12,Diclofenac 50mg tabs ord. 10x10
2019-05-24 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-05-24 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-05-24 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-05-24 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2019-05-24 00:00:00,3,Ceftriaxone Inj ord…
2019-05-24 00:00:00,15,Ciprofloxacin ord 10x10
2019-05-24 00:00:00,35,Cotrimoxazole 480mg ord…
2019-05-24 00:00:00,40,Dexa tabs 0.5mg 10x10
2019-05-24 00:00:00,54,Diclofenac 50mg tabs ord. 10x10
2019-05-25 00:00:00,2,Action tabs (1x50) (pairs)
2019-05-25 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-05-25 00:00:00,9,Amlodac 10mg (3x10) (tabs)
2019-05-25 00:00:00,50,Amoxycilin caps ord… (10x10)
2019-05-25 00:00:00,10,Ceftriaxone Inj ord…
2019-05-25 00:00:00,12,Cotrimoxazole 480mg ord…
2019-05-25 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-05-25 00:00:00,22,Diclofenac 50mg tabs ord. 10x10
2019-05-26 00:00:00,14,Amlodac 10mg (3x10) (tabs)
2019-05-26 00:00:00,49,Ampicloxa 500mg caps ord(10x10)
2019-05-26 00:00:00,1,Ceftriaxone Inj ord…
2019-05-26 00:00:00,20,Ciprofloxacin ord 10x10
2019-05-26 00:00:00,30,Cotrimoxazole 480mg ord…
2019-05-26 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-05-26 00:00:00,32,Diclofenac 50mg tabs ord. 10x10
2019-05-27 00:00:00,4,Action tabs (1x50) (pairs)
2019-05-27 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-05-27 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-05-27 00:00:00,60,Amoxycilin caps ord… (10x10)
2019-05-27 00:00:00,60,Ampicloxa 500mg caps ord(10x10)
2019-05-27 00:00:00,6,Ceftriaxone Inj ord…
2019-05-27 00:00:00,10,Ciprofloxacin ord 10x10
2019-05-27 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-05-28 00:00:00,2,Action tabs (1x50) (pairs)
2019-05-28 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-05-28 00:00:00,5,Ampicloxa 500mg caps ord(10x10)
2019-05-28 00:00:00,7,Ceftriaxone Inj ord…
2019-05-28 00:00:00,30,Ciprofloxacin ord 10x10
2019-05-28 00:00:00,38,Dexa tabs 0.5mg 10x10
2019-05-29 00:00:00,2,Action tabs (1x50) (pairs)
2019-05-29 00:00:00,16,Albendazole 400mg ord.. (doses)
2019-05-29 00:00:00,88,Amoxycilin caps ord… (10x10)
2019-05-29 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2019-05-29 00:00:00,12,Ceftriaxone Inj ord…
2019-05-29 00:00:00,30,Ciprofloxacin ord 10x10
2019-05-29 00:00:00,20,Cotrimoxazole 480mg ord…
2019-05-29 00:00:00,36,Diclofenac 50mg tabs ord. 10x10
2019-05-30 00:00:00,2,Action tabs (1x50) (pairs)
2019-05-30 00:00:00,3,Albendazole 400mg ord.. (doses)
2019-05-30 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-05-30 00:00:00,82,Amoxycilin caps ord… (10x10)
2019-05-30 00:00:00,60,Ampicloxa 500mg caps ord(10x10)
2019-05-30 00:00:00,14,Ceftriaxone Inj ord…
2019-05-30 00:00:00,20,Ciprofloxacin ord 10x10
2019-05-30 00:00:00,50,Dexa tabs 0.5mg 10x10
2019-05-30 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-05-31 00:00:00,2,Action tabs (1x50) (pairs)
2019-05-31 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-05-31 00:00:00,30,Amlodac 10mg (3x10) (tabs)
2019-05-31 00:00:00,114,Amoxycilin caps ord… (10x10)
2019-05-31 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2019-05-31 00:00:00,5,Ceftriaxone Inj ord…
2019-05-31 00:00:00,45,Ciprofloxacin ord 10x10
2019-05-31 00:00:00,24,Cotrimoxazole 480mg ord…
2019-05-31 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-05-31 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2019-06-01 00:00:00,4,Action tabs (1x50) (pairs)
2019-06-01 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-06-01 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-01 00:00:00,35,Amoxycilin caps ord… (10x10)
2019-06-01 00:00:00,65,Ampicloxa 500mg caps ord(10x10)
2019-06-01 00:00:00,16,Ceftriaxone Inj ord…
2019-06-01 00:00:00,5,Ciprofloxacin ord 10x10
2019-06-01 00:00:00,31,Cotrimoxazole 480mg ord…
2019-06-01 00:00:00,60,Dexa tabs 0.5mg 10x10
2019-06-01 00:00:00,16,Diclofenac 50mg tabs ord. 10x10
2019-06-02 00:00:00,3,Action tabs (1x50) (pairs)
2019-06-02 00:00:00,3,Albendazole 400mg ord.. (doses)
2019-06-02 00:00:00,50,Amoxycilin caps ord… (10x10)
2019-06-02 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2019-06-02 00:00:00,2,Ceftriaxone Inj ord…
2019-06-02 00:00:00,38,Cotrimoxazole 480mg ord…
2019-06-02 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-06-02 00:00:00,40,Diclofenac 50mg tabs ord. 10x10
2019-06-03 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-03 00:00:00,22,Amoxycilin caps ord… (10x10)
2019-06-03 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2019-06-03 00:00:00,16,Ceftriaxone Inj ord…
2019-06-03 00:00:00,37,Cotrimoxazole 480mg ord…
2019-06-03 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-06-03 00:00:00,80,Diclofenac 50mg tabs ord. 10x10
2019-06-04 00:00:00,2,Action tabs (1x50) (pairs)
2019-06-04 00:00:00,30,Amoxycilin caps ord… (10x10)
2019-06-04 00:00:00,13,Ampicloxa 500mg caps ord(10x10)
2019-06-04 00:00:00,10,Ceftriaxone Inj ord…
2019-06-04 00:00:00,39,Ciprofloxacin ord 10x10
2019-06-04 00:00:00,25,Cotrimoxazole 480mg ord…
2019-06-04 00:00:00,14,Dexa tabs 0.5mg 10x10
2019-06-05 00:00:00,2,Action tabs (1x50) (pairs)
2019-06-05 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2019-06-05 00:00:00,70,Amoxycilin caps ord… (10x10)
2019-06-05 00:00:00,35,Ampicloxa 500mg caps ord(10x10)
2019-06-05 00:00:00,2,Ceftriaxone Inj ord…
2019-06-05 00:00:00,10,Cotrimoxazole 480mg ord…
2019-06-05 00:00:00,80,Dexa tabs 0.5mg 10x10
2019-06-05 00:00:00,110,Diclofenac 50mg tabs ord. 10x10
2019-06-06 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-06-06 00:00:00,35,Amoxycilin caps ord… (10x10)
2019-06-06 00:00:00,20,Ampicloxa 500mg caps ord(10x10)
2019-06-06 00:00:00,14,Ceftriaxone Inj ord…
2019-06-06 00:00:00,10,Ciprofloxacin ord 10x10
2019-06-06 00:00:00,30,Dexa tabs 0.5mg 10x10
2019-06-06 00:00:00,22,Diclofenac 50mg tabs ord. 10x10
2019-06-07 00:00:00,4,Action tabs (1x50) (pairs)
2019-06-07 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-06-07 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-07 00:00:00,46,Amoxycilin caps ord… (10x10)
2019-06-07 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2019-06-07 00:00:00,7,Ceftriaxone Inj ord…
2019-06-07 00:00:00,49,Ciprofloxacin ord 10x10
2019-06-07 00:00:00,62,Dexa tabs 0.5mg 10x10
2019-06-07 00:00:00,12,Diclofenac 50mg tabs ord. 10x10
2019-06-08 00:00:00,2,Action tabs (1x50) (pairs)
2019-06-08 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-06-08 00:00:00,5,Amlodac 10mg (3x10) (tabs)
2019-06-08 00:00:00,50,Amoxycilin caps ord… (10x10)
2019-06-08 00:00:00,43,Ampicloxa 500mg caps ord(10x10)
2019-06-08 00:00:00,18,Ceftriaxone Inj ord…
2019-06-08 00:00:00,41,Ciprofloxacin ord 10x10
2019-06-08 00:00:00,12,Cotrimoxazole 480mg ord…
2019-06-08 00:00:00,30,Dexa tabs 0.5mg 10x10
2019-06-08 00:00:00,32,Diclofenac 50mg tabs ord. 10x10
2019-06-09 00:00:00,4,Action tabs (1x50) (pairs)
2019-06-09 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-09 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-09 00:00:00,25,Amoxycilin caps ord… (10x10)
2019-06-09 00:00:00,31,Ampicloxa 500mg caps ord(10x10)
2019-06-09 00:00:00,16,Ceftriaxone Inj ord…
2019-06-09 00:00:00,15,Ciprofloxacin ord 10x10
2019-06-09 00:00:00,55,Cotrimoxazole 480mg ord…
2019-06-09 00:00:00,58,Dexa tabs 0.5mg 10x10
2019-06-09 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-06-10 00:00:00,3,Action tabs (1x50) (pairs)
2019-06-10 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-06-10 00:00:00,70,Ampicloxa 500mg caps ord(10x10)
2019-06-10 00:00:00,8,Ceftriaxone Inj ord…
2019-06-10 00:00:00,40,Ciprofloxacin ord 10x10
2019-06-10 00:00:00,28,Cotrimoxazole 480mg ord…
2019-06-10 00:00:00,36,Dexa tabs 0.5mg 10x10
2019-06-10 00:00:00,22,Diclofenac 50mg tabs ord. 10x10
2019-06-11 00:00:00,5,Action tabs (1x50) (pairs)
2019-06-11 00:00:00,3,Albendazole 400mg ord.. (doses)
2019-06-11 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2019-06-11 00:00:00,10,Amoxycilin caps ord… (10x10)
2019-06-11 00:00:00,29,Ampicloxa 500mg caps ord(10x10)
2019-06-11 00:00:00,9,Ceftriaxone Inj ord…
2019-06-11 00:00:00,85,Ciprofloxacin ord 10x10
2019-06-11 00:00:00,5,Cotrimoxazole 480mg ord…
2019-06-11 00:00:00,70,Dexa tabs 0.5mg 10x10
2019-06-11 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2019-06-12 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-12 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-12 00:00:00,60,Amoxycilin caps ord… (10x10)
2019-06-12 00:00:00,42,Ampicloxa 500mg caps ord(10x10)
2019-06-12 00:00:00,21,Ceftriaxone Inj ord…
2019-06-12 00:00:00,21,Ciprofloxacin ord 10x10
2019-06-12 00:00:00,10,Cotrimoxazole 480mg ord…
2019-06-12 00:00:00,30,Dexa tabs 0.5mg 10x10
2019-06-12 00:00:00,72,Diclofenac 50mg tabs ord. 10x10
2019-06-13 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-06-13 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2019-06-13 00:00:00,34,Amoxycilin caps ord… (10x10)
2019-06-13 00:00:00,75,Ampicloxa 500mg caps ord(10x10)
2019-06-13 00:00:00,11,Ceftriaxone Inj ord…
2019-06-13 00:00:00,25,Ciprofloxacin ord 10x10
2019-06-13 00:00:00,30,Cotrimoxazole 480mg ord…
2019-06-13 00:00:00,58,Dexa tabs 0.5mg 10x10
2019-06-13 00:00:00,110,Diclofenac 50mg tabs ord. 10x10
2019-06-14 00:00:00,4,Action tabs (1x50) (pairs)
2019-06-14 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-14 00:00:00,15,Amoxycilin caps ord… (10x10)
2019-06-14 00:00:00,12,Ampicloxa 500mg caps ord(10x10)
2019-06-14 00:00:00,30,Ceftriaxone Inj ord…
2019-06-14 00:00:00,5,Ciprofloxacin ord 10x10
2019-06-14 00:00:00,7,Cotrimoxazole 480mg ord…
2019-06-14 00:00:00,26,Dexa tabs 0.5mg 10x10
2019-06-14 00:00:00,22,Diclofenac 50mg tabs ord. 10x10
2019-06-15 00:00:00,3,Action tabs (1x50) (pairs)
2019-06-15 00:00:00,3,Albendazole 400mg ord.. (doses)
2019-06-15 00:00:00,5,Amlodac 10mg (3x10) (tabs)
2019-06-15 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-06-15 00:00:00,85,Ampicloxa 500mg caps ord(10x10)
2019-06-15 00:00:00,12,Ceftriaxone Inj ord…
2019-06-15 00:00:00,15,Ciprofloxacin ord 10x10
2019-06-15 00:00:00,5,Cotrimoxazole 480mg ord…
2019-06-15 00:00:00,22,Dexa tabs 0.5mg 10x10
2019-06-15 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-06-16 00:00:00,2,Action tabs (1x50) (pairs)
2019-06-16 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-16 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-16 00:00:00,70,Amoxycilin caps ord… (10x10)
2019-06-16 00:00:00,53,Ampicloxa 500mg caps ord(10x10)
2019-06-16 00:00:00,18,Ceftriaxone Inj ord…
2019-06-16 00:00:00,30,Ciprofloxacin ord 10x10
2019-06-16 00:00:00,20,Cotrimoxazole 480mg ord…
2019-06-16 00:00:00,28,Dexa tabs 0.5mg 10x10
2019-06-16 00:00:00,50,Diclofenac 50mg tabs ord. 10x10
2019-06-17 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-17 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-17 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-06-17 00:00:00,58,Ampicloxa 500mg caps ord(10x10)
2019-06-17 00:00:00,21,Ceftriaxone Inj ord…
2019-06-17 00:00:00,15,Ciprofloxacin ord 10x10
2019-06-17 00:00:00,49,Cotrimoxazole 480mg ord…
2019-06-17 00:00:00,10,Dexa tabs 0.5mg 10x10
2019-06-17 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2019-06-18 00:00:00,6,Albendazole 400mg ord.. (doses)
2019-06-18 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-18 00:00:00,138,Amoxycilin caps ord… (10x10)
2019-06-18 00:00:00,70,Ampicloxa 500mg caps ord(10x10)
2019-06-18 00:00:00,15,Ceftriaxone Inj ord…
2019-06-18 00:00:00,95,Ciprofloxacin ord 10x10
2019-06-18 00:00:00,53,Cotrimoxazole 480mg ord…
2019-06-18 00:00:00,44,Dexa tabs 0.5mg 10x10
2019-06-18 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-06-19 00:00:00,2,Action tabs (1x50) (pairs)
2019-06-19 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-19 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-19 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-06-19 00:00:00,63,Ampicloxa 500mg caps ord(10x10)
2019-06-19 00:00:00,13,Ceftriaxone Inj ord…
2019-06-19 00:00:00,68,Ciprofloxacin ord 10x10
2019-06-19 00:00:00,20,Cotrimoxazole 480mg ord…
2019-06-19 00:00:00,50,Dexa tabs 0.5mg 10x10
2019-06-19 00:00:00,60,Diclofenac 50mg tabs ord. 10x10
2019-06-20 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-20 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-20 00:00:00,33,Amoxycilin caps ord… (10x10)
2019-06-20 00:00:00,37,Ampicloxa 500mg caps ord(10x10)
2019-06-20 00:00:00,25,Ceftriaxone Inj ord…
2019-06-20 00:00:00,30,Ciprofloxacin ord 10x10
2019-06-20 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-06-20 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-06-21 00:00:00,9,Action tabs (1x50) (pairs)
2019-06-21 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-21 00:00:00,3,Amlodac 10mg (3x10) (tabs)
2019-06-21 00:00:00,32,Amoxycilin caps ord… (10x10)
2019-06-21 00:00:00,80,Ampicloxa 500mg caps ord(10x10)
2019-06-21 00:00:00,12,Ceftriaxone Inj ord…
2019-06-21 00:00:00,50,Ciprofloxacin ord 10x10
2019-06-21 00:00:00,12,Cotrimoxazole 480mg ord…
2019-06-21 00:00:00,32,Dexa tabs 0.5mg 10x10
2019-06-21 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2019-06-22 00:00:00,4,Action tabs (1x50) (pairs)
2019-06-22 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-06-22 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2019-06-22 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-06-22 00:00:00,5,Ampicloxa 500mg caps ord(10x10)
2019-06-22 00:00:00,25,Ceftriaxone Inj ord…
2019-06-22 00:00:00,20,Ciprofloxacin ord 10x10
2019-06-22 00:00:00,38,Cotrimoxazole 480mg ord…
2019-06-22 00:00:00,40,Dexa tabs 0.5mg 10x10
2019-06-22 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2019-06-23 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-23 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-06-23 00:00:00,10,Ampicloxa 500mg caps ord(10x10)
2019-06-23 00:00:00,7,Ceftriaxone Inj ord…
2019-06-23 00:00:00,10,Ciprofloxacin ord 10x10
2019-06-23 00:00:00,14,Cotrimoxazole 480mg ord…
2019-06-23 00:00:00,10,Dexa tabs 0.5mg 10x10
2019-06-23 00:00:00,8,Diclofenac 50mg tabs ord. 10x10
2019-06-24 00:00:00,1,Action tabs (1x50) (pairs)
2019-06-24 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-24 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-24 00:00:00,50,Amoxycilin caps ord… (10x10)
2019-06-24 00:00:00,75,Ampicloxa 500mg caps ord(10x10)
2019-06-24 00:00:00,10,Ceftriaxone Inj ord…
2019-06-24 00:00:00,10,Ciprofloxacin ord 10x10
2019-06-24 00:00:00,23,Cotrimoxazole 480mg ord…
2019-06-24 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-06-24 00:00:00,270,Diclofenac 50mg tabs ord. 10x10
2019-06-25 00:00:00,4,Action tabs (1x50) (pairs)
2019-06-25 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-25 00:00:00,235,Amoxycilin caps ord… (10x10)
2019-06-25 00:00:00,56,Ampicloxa 500mg caps ord(10x10)
2019-06-25 00:00:00,18,Ceftriaxone Inj ord…
2019-06-25 00:00:00,15,Ciprofloxacin ord 10x10
2019-06-25 00:00:00,20,Cotrimoxazole 480mg ord…
2019-06-25 00:00:00,50,Dexa tabs 0.5mg 10x10
2019-06-25 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-06-26 00:00:00,4,Action tabs (1x50) (pairs)
2019-06-26 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-06-26 00:00:00,85,Amoxycilin caps ord… (10x10)
2019-06-26 00:00:00,25,Ampicloxa 500mg caps ord(10x10)
2019-06-26 00:00:00,11,Ceftriaxone Inj ord…
2019-06-26 00:00:00,25,Ciprofloxacin ord 10x10
2019-06-26 00:00:00,10,Cotrimoxazole 480mg ord…
2019-06-26 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-06-26 00:00:00,70,Diclofenac 50mg tabs ord. 10x10
2019-06-27 00:00:00,1,Action tabs (1x50) (pairs)
2019-06-27 00:00:00,13,Albendazole 400mg ord.. (doses)
2019-06-27 00:00:00,13,Amlodac 10mg (3x10) (tabs)
2019-06-27 00:00:00,130,Amoxycilin caps ord… (10x10)
2019-06-27 00:00:00,69,Ampicloxa 500mg caps ord(10x10)
2019-06-27 00:00:00,20,Ceftriaxone Inj ord…
2019-06-27 00:00:00,10,Ciprofloxacin ord 10x10
2019-06-27 00:00:00,28,Cotrimoxazole 480mg ord…
2019-06-27 00:00:00,94,Dexa tabs 0.5mg 10x10
2019-06-27 00:00:00,76,Diclofenac 50mg tabs ord. 10x10
2019-06-28 00:00:00,1,Action tabs (1x50) (pairs)
2019-06-28 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-28 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-28 00:00:00,125,Amoxycilin caps ord… (10x10)
2019-06-28 00:00:00,13,Ampicloxa 500mg caps ord(10x10)
2019-06-28 00:00:00,18,Ceftriaxone Inj ord…
2019-06-28 00:00:00,25,Ciprofloxacin ord 10x10
2019-06-28 00:00:00,6,Cotrimoxazole 480mg ord…
2019-06-28 00:00:00,12,Dexa tabs 0.5mg 10x10
2019-06-29 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-06-29 00:00:00,40,Amoxycilin caps ord… (10x10)
2019-06-29 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2019-06-29 00:00:00,19,Ceftriaxone Inj ord…
2019-06-29 00:00:00,10,Ciprofloxacin ord 10x10
2019-06-29 00:00:00,45,Cotrimoxazole 480mg ord…
2019-06-29 00:00:00,74,Dexa tabs 0.5mg 10x10
2019-06-29 00:00:00,30,Diclofenac 50mg tabs ord. 10x10
2019-06-30 00:00:00,3,Action tabs (1x50) (pairs)
2019-06-30 00:00:00,3,Albendazole 400mg ord.. (doses)
2019-06-30 00:00:00,1,Amlodac 10mg (3x10) (tabs)
2019-06-30 00:00:00,65,Amoxycilin caps ord… (10x10)
2019-06-30 00:00:00,92,Ampicloxa 500mg caps ord(10x10)
2019-06-30 00:00:00,10,Ceftriaxone Inj ord…
2019-06-30 00:00:00,10,Ciprofloxacin ord 10x10
2019-06-30 00:00:00,10,Cotrimoxazole 480mg ord…
2019-06-30 00:00:00,56,Dexa tabs 0.5mg 10x10
2019-06-30 00:00:00,42,Diclofenac 50mg tabs ord. 10x10
2019-07-01 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2019-07-01 00:00:00,85,Amoxycilin caps ord… (10x10)
2019-07-01 00:00:00,50,Ampicloxa 500mg caps ord(10x10)
2019-07-01 00:00:00,10,Ceftriaxone Inj ord…
2019-07-01 00:00:00,4,Dexa tabs 0.5mg 10x10
2019-07-01 00:00:00,10,Diclofenac 50mg tabs ord. 10x10
2019-07-02 00:00:00,3,Action tabs (1x50) (pairs)
2019-07-02 00:00:00,3,Albendazole 400mg ord.. (doses)
2019-07-02 00:00:00,80,Amoxycilin caps ord… (10x10)
2019-07-02 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2019-07-02 00:00:00,12,Ceftriaxone Inj ord…
2019-07-02 00:00:00,60,Ciprofloxacin ord 10x10
2019-07-02 00:00:00,37,Cotrimoxazole 480mg ord…
2019-07-02 00:00:00,30,Dexa tabs 0.5mg 10x10
2019-07-03 00:00:00,9,Action tabs (1x50) (pairs)
2019-07-03 00:00:00,3,Albendazole 400mg ord.. (doses)
2019-07-03 00:00:00,65,Amoxycilin caps ord… (10x10)
2019-07-03 00:00:00,40,Ampicloxa 500mg caps ord(10x10)
2019-07-03 00:00:00,22,Ceftriaxone Inj ord…
2019-07-03 00:00:00,10,Ciprofloxacin ord 10x10
2019-07-03 00:00:00,12,Cotrimoxazole 480mg ord…
2019-07-03 00:00:00,60,Dexa tabs 0.5mg 10x10
2019-07-03 00:00:00,20,Diclofenac 50mg tabs ord. 10x10
2019-07-04 00:00:00,3,Action tabs (1x50) (pairs)
2019-07-04 00:00:00,2,Albendazole 400mg ord.. (doses)
2019-07-04 00:00:00,2,Amlodac 10mg (3x10) (tabs)
2019-07-04 00:00:00,75,Amoxycilin caps ord… (10x10)
2019-07-04 00:00:00,25,Ampicloxa 500mg caps ord(10x10)
2019-07-04 00:00:00,24,Ceftriaxone Inj ord…
2019-07-04 00:00:00,25,Ciprofloxacin ord 10x10
2019-07-04 00:00:00,107,Cotrimoxazole 480mg ord…
2019-07-04 00:00:00,20,Dexa tabs 0.5mg 10x10
2019-07-04 00:00:00,60,Diclofenac 50mg tabs ord. 10x10
2019-07-05 00:00:00,2,Action tabs (1x50) (pairs)
2019-07-05 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-07-05 00:00:00,55,Amoxycilin caps ord… (10x10)
2019-07-05 00:00:00,10,Ampicloxa 500mg caps ord(10x10)
2019-07-05 00:00:00,22,Ceftriaxone Inj ord…
2019-07-05 00:00:00,20,Ciprofloxacin ord 10x10
2019-07-05 00:00:00,10,Cotrimoxazole 480mg ord…
2019-07-05 00:00:00,10,Dexa tabs 0.5mg 10x10
2019-07-05 00:00:00,16,Diclofenac 50mg tabs ord. 10x10
2019-07-06 00:00:00,1,Action tabs (1x50) (pairs)
2019-07-06 00:00:00,1,Albendazole 400mg ord.. (doses)
2019-07-06 00:00:00,12,Amlodac 10mg (3x10) (tabs)
2019-07-06 00:00:00,8,Amoxycilin caps ord… (10x10)
2019-07-06 00:00:00,30,Ampicloxa 500mg caps ord(10x10)
2019-07-06 00:00:00,4,Ceftriaxone Inj ord…
2019-07-06 00:00:00,15,Ciprofloxacin ord 10x10
2019-07-06 00:00:00,10,Cotrimoxazole 480mg ord…
